Gender,Age,Study_Time,Family_Support,Internet_Access,Previous_Grades,Absences,Extra_Classes,Health_Status,Final_Grade
Female,19,2,Yes,Yes,55.0,2,No,5.0,Pass
Male,19,4,Yes,Yes,52.3,6,No,5.0,Pass
Male,17,2,No,No,57.1,3,No,3.0,Fail
Male,21,3,No,Yes,74.1,3,Yes,1.0,Pass
Male,16,2,Yes,Yes,89.7,8,Yes,4.0,Pass
Male,22,1,No,Yes,76.6,3,No,4.0,Fail
Male,18,2,Yes,Yes,66.9,5,No,4.0,Pass
Male,20,4,No,Yes,31.8,4,No,5.0,Fail
Female,17,3,No,Yes,57.3,6,No,4.0,Fail
Female,22,2,No,No,65.8,5,No,5.0,Fail
Male,19,1,Yes,Yes,45.0,6,No,5.0,Fail
Male,17,3,Yes,Yes,71.0,6,No,2.0,Pass
Male,17,2,No,No,75.3,7,Yes,4.0,Fail
Male,21,1,No,No,81.1,6,Yes,3.0,Fail
Male,15,2,Yes,Yes,46.2,4,Yes,4.0,Fail
Male,19,3,Yes,Yes,50.0,7,No,4.0,Pass
Male,20,2,Yes,Yes,67.0,7,No,5.0,Pass
Female,18,3,No,Yes,70.3,3,No,3.0,Fail
Female,18,1,Yes,Yes,48.8,10,Yes,2.0,Fail
Male,22,3,Yes,Yes,48.9,4,No,4.0,Pass
Male,15,2,Yes,Yes,24.2,6,Yes,3.0,Fail
Female,18,3,No,Yes,55.0,4,Yes,3.0,Fail
Male,18,1,No,Yes,60.9,6,No,4.0,Fail
Male,19,2,Yes,Yes,63.4,3,No,5.0,Pass
Female,19,2,Yes,No,48.4,5,Yes,3.0,Pass
Male,19,3,Yes,Yes,61.4,4,No,5.0,Pass
Male,19,2,Yes,Yes,98.3,6,No,5.0,Pass
Female,15,1,Yes,Yes,69.9,3,Yes,4.0,Pass
Female,18,2,Yes,Yes,,9,Yes,5.0,Fail
Female,21,3,Yes,Yes,96.4,5,No,5.0,Pass
Female,19,1,Yes,Yes,73.1,1,No,4.0,Fail
Male,18,1,Yes,Yes,42.7,2,No,5.0,Fail
Female,16,2,Yes,Yes,66.6,8,No,4.0,Pass
Male,15,3,Yes,Yes,62.3,5,Yes,4.0,Pass
Female,20,1,No,Yes,83.3,4,No,5.0,Fail
Male,17,3,Yes,Yes,51.0,5,No,3.0,Pass
Female,16,3,Yes,Yes,54.7,2,Yes,5.0,Pass
Female,16,2,Yes,Yes,67.1,3,No,4.0,Pass
Male,22,3,Yes,Yes,80.9,7,No,3.0,Pass
Male,18,4,Yes,Yes,35.4,6,No,4.0,Fail
Male,17,3,No,Yes,67.8,7,No,5.0,Fail
Male,15,2,No,Yes,48.6,4,No,3.0,Fail
Female,21,1,No,,63.2,6,Yes,4.0,Fail
Female,20,3,Yes,Yes,51.2,10,Yes,5.0,Fail
Female,17,4,Yes,No,52.4,5,No,5.0,Fail
Female,19,3,No,No,46.9,4,No,4.0,Fail
Male,15,3,No,Yes,65.4,9,No,5.0,Fail
Male,21,3,No,Yes,54.1,4,No,3.0,Fail
Female,19,1,Yes,Yes,64.1,4,Yes,1.0,Fail
Female,17,2,No,Yes,42.6,4,Yes,3.0,Fail
Male,19,3,Yes,Yes,80.1,2,No,5.0,Pass
Female,20,1,No,Yes,54.9,3,No,4.0,Fail
Male,16,1,Yes,Yes,76.7,6,No,5.0,Pass
Male,15,2,Yes,No,59.6,3,No,4.0,Pass
Female,21,4,Yes,No,74.1,6,Yes,3.0,Pass
Female,17,4,No,Yes,74.3,5,No,3.0,Fail
Male,19,1,Yes,Yes,63.1,4,No,4.0,Fail
Male,20,1,No,Yes,67.1,6,No,5.0,Fail
Female,17,1,No,Yes,78.4,7,Yes,3.0,Pass
Male,18,1,Yes,No,65.4,1,No,5.0,Fail
Female,19,3,Yes,Yes,66.7,5,Yes,3.0,Pass
Male,21,1,Yes,Yes,56.3,8,Yes,5.0,Pass
Female,21,2,Yes,Yes,68.9,7,No,5.0,Pass
Female,17,3,No,Yes,56.7,7,Yes,4.0,Fail
Female,18,1,Yes,Yes,74.7,5,No,5.0,Fail
Male,16,2,Yes,No,71.2,8,Yes,5.0,Pass
Female,15,1,No,No,51.3,2,No,5.0,Fail
Female,21,3,No,Yes,55.6,6,No,2.0,Fail
Female,22,3,No,Yes,84.0,7,No,2.0,Fail
Female,15,1,Yes,No,89.7,3,Yes,3.0,Pass
Male,15,2,Yes,Yes,55.4,7,Yes,5.0,Pass
Female,18,3,Yes,Yes,61.3,5,Yes,5.0,Pass
Female,22,1,No,Yes,67.3,5,No,3.0,Fail
Female,18,4,Yes,Yes,55.9,4,No,5.0,Fail
Female,21,3,No,Yes,52.7,3,No,4.0,Fail
Female,22,1,No,Yes,79.1,6,No,3.0,Fail
Female,19,3,Yes,Yes,84.5,5,Yes,5.0,Pass
Male,19,3,Yes,Yes,79.3,4,No,2.0,Pass
Male,15,1,Yes,Yes,66.9,7,Yes,5.0,Pass
Male,20,1,Yes,Yes,57.2,6,No,5.0,Fail
Female,15,2,Yes,Yes,88.6,5,No,4.0,Pass
Female,21,1,Yes,Yes,89.0,5,No,4.0,Pass
Male,18,4,Yes,No,27.4,7,No,3.0,Fail
Female,22,2,No,Yes,100.0,4,No,3.0,Pass
Female,19,1,Yes,Yes,70.4,5,Yes,5.0,Pass
Female,19,2,No,Yes,13.6,3,No,3.0,Fail
Male,15,1,No,Yes,68.8,7,No,2.0,Fail
Female,16,3,No,Yes,64.5,2,No,4.0,Fail
Female,21,2,Yes,Yes,56.5,6,No,3.0,Pass
Male,22,1,Yes,Yes,49.3,6,Yes,5.0,Pass
Female,18,4,Yes,No,77.8,3,No,5.0,Fail
Female,19,1,Yes,Yes,55.4,1,No,5.0,Fail
Male,19,2,Yes,Yes,42.6,10,No,5.0,Fail
Female,20,3,Yes,Yes,58.3,5,Yes,5.0,Pass
Female,21,3,No,Yes,63.7,3,Yes,5.0,Pass
Female,21,4,Yes,Yes,63.9,8,No,3.0,Pass
Female,22,2,Yes,Yes,90.6,4,Yes,5.0,Pass
Female,21,2,Yes,No,52.8,2,Yes,4.0,Fail
Female,19,2,No,Yes,29.6,6,No,5.0,Fail
Male,19,2,Yes,No,63.7,4,No,3.0,Fail
Female,15,1,No,Yes,50.9,6,Yes,5.0,Fail
Female,17,2,No,Yes,73.6,3,No,2.0,Fail
Female,17,4,No,No,54.1,4,Yes,4.0,Fail
Female,15,2,Yes,No,63.2,3,No,5.0,Pass
Female,19,2,Yes,Yes,52.1,7,No,5.0,Pass
Female,18,1,No,No,62.0,5,Yes,5.0,Fail
Male,15,1,No,Yes,46.7,4,No,2.0,Fail
Male,19,3,Yes,Yes,50.8,9,No,2.0,Fail
Male,22,2,No,Yes,79.9,6,No,5.0,Pass
Male,18,2,Yes,Yes,66.5,7,No,4.0,Pass
Female,22,3,No,Yes,64.9,5,No,4.0,Fail
Male,20,3,Yes,Yes,53.2,6,No,3.0,Fail
Female,17,2,No,Yes,78.1,5,Yes,5.0,Pass
Female,22,1,Yes,Yes,59.5,3,Yes,5.0,Pass
Male,21,2,Yes,Yes,69.5,4,Yes,3.0,Pass
Female,17,2,No,No,76.6,5,No,5.0,Fail
Male,21,3,Yes,Yes,77.0,9,No,4.0,Pass
Male,17,3,Yes,No,77.8,4,No,5.0,Pass
Female,22,1,No,No,85.4,4,Yes,4.0,Fail
Female,22,2,No,Yes,81.1,5,Yes,5.0,Pass
Male,21,3,No,Yes,46.4,4,Yes,4.0,Pass
Male,18,1,Yes,Yes,65.9,7,Yes,3.0,Pass
Male,18,2,Yes,Yes,68.7,5,No,5.0,Pass
Female,21,1,Yes,No,29.1,5,Yes,1.0,Fail
Male,16,2,Yes,Yes,58.2,4,Yes,4.0,Pass
Male,17,3,Yes,Yes,72.3,3,No,3.0,Pass
Male,16,1,Yes,Yes,57.3,7,No,1.0,Fail
Male,21,3,No,Yes,81.9,4,Yes,4.0,Pass
Female,21,3,Yes,Yes,45.4,6,No,5.0,Fail
Female,20,1,No,Yes,51.2,8,No,5.0,Fail
Female,19,3,No,No,61.2,5,No,3.0,Fail
Female,19,1,No,No,64.8,5,No,4.0,Fail
Female,19,2,Yes,No,65.2,6,No,5.0,Fail
Female,19,2,No,Yes,41.8,5,No,3.0,Fail
Female,19,2,Yes,Yes,100.0,3,No,4.0,Pass
Male,20,2,Yes,No,98.9,2,No,2.0,Fail
Female,19,2,No,Yes,80.9,4,No,5.0,Fail
Male,17,2,No,Yes,48.6,2,Yes,5.0,Pass
Female,15,2,No,No,59.3,6,No,4.0,Fail
Female,18,3,No,Yes,56.0,5,No,2.0,Fail
Male,17,1,No,Yes,56.2,10,Yes,5.0,Fail
Male,15,2,Yes,Yes,66.4,6,Yes,2.0,Pass
Male,17,2,No,Yes,52.3,2,No,4.0,Fail
Male,18,2,No,Yes,67.6,10,No,4.0,Fail
Male,15,3,Yes,Yes,35.2,3,Yes,3.0,Fail
Male,22,3,Yes,No,60.9,4,Yes,2.0,Fail
Male,21,2,Yes,No,53.3,6,No,5.0,Fail
Male,19,1,Yes,Yes,73.8,4,No,2.0,Fail
Female,20,3,No,Yes,70.3,5,Yes,5.0,Pass
Female,15,1,No,Yes,70.6,6,No,2.0,Fail
Female,21,1,Yes,Yes,47.5,4,Yes,5.0,Pass
Male,22,1,Yes,Yes,78.6,4,No,1.0,Fail
Male,16,4,Yes,Yes,36.7,3,Yes,5.0,Pass
Female,16,1,No,No,71.9,7,Yes,3.0,Fail
Female,22,2,Yes,Yes,66.8,5,Yes,4.0,Pass
Female,17,2,Yes,Yes,84.5,2,No,3.0,Fail
Male,22,2,Yes,Yes,53.7,9,Yes,4.0,Pass
Female,17,2,Yes,Yes,75.7,8,No,5.0,Pass
Male,20,3,No,Yes,66.8,0,No,3.0,Fail
Female,20,3,Yes,No,38.4,2,No,3.0,Fail
Female,19,2,Yes,Yes,61.9,7,Yes,5.0,Pass
Female,22,2,No,Yes,88.2,2,No,5.0,Fail
Male,17,3,No,Yes,58.1,2,No,4.0,Fail
Female,19,3,Yes,Yes,67.1,3,No,4.0,Pass
Male,15,2,No,No,97.2,5,No,4.0,Fail
Male,15,3,Yes,Yes,63.3,6,No,5.0,Pass
Male,16,3,No,Yes,82.7,6,No,5.0,Fail
Female,21,2,Yes,Yes,47.0,4,No,3.0,Fail
Male,22,3,Yes,Yes,63.2,2,Yes,3.0,Pass
